source,source_id,source_ref,latitude,longitude,state,district,location_description,landslide_type,trigger,event_date,temporal_precision,fatalities,injuries,location_accuracy,original_record_reference,valid_coordinates,valid_date,duplicate_source_id,duplicate_coordinates
NASA_GLC,1061,1548560,27.478,88.527,Sikkim,,"4th Mile, Lower Mangshila in North Sikkim",landslide,downpour,2009-07-01,day,0,0,1km,Telegraph India,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9984,1548576,26.1445447,94.24416766,Nagaland,,"Wokha Sadar Sub-District, Wokha, Nagaland",landslide,downpour,2017-07-01,day,0,0,5km,WebIndia123,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9940,1548577,26.20450454,91.87202793,Assam,,"Panikhaiti, Kamrup Metropolitan, Assam State, India",landslide,continuous_rain,2017-07-03,day,1,0,1km,The Tribune,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9966,1548579,26.092493,94.257523,Nagaland,,"Wokha, India",landslide,rain,2016-09-05,day,0,0,,Nagaland Post,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9983,1548583,26.11613908,94.24222574,Nagaland,,"Wokha Sadar Sub-District, Wokha, Nagaland",landslide,continuous_rain,2017-07-01,day,0,0,5km,WebIndia123,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9989,1548584,23.69461107,92.87641207,Mizoram,,"Aizawl, Mizoram State, India",landslide,other,2017-06-28,day,0,0,10km,Zoram Observer,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9745,1548590,24.19467451,91.82931979,Tripura,,Kamalpur,landslide,rain,2017-06-03,day,3,1,10km,Times of India,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9770,1548596,23.73941422,92.71505961,Mizoram,,"Hunthar Area, NH 54, off of Aizawl",landslide,tropical_cyclone,2017-06-01,day,0,0,5km,Morung Express,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9949,1548597,26.10035658,91.87351723,Assam,,"G S Road, Sonapur, Kamrup Metropolitan, Assam, 781141",landslide,downpour,2017-07-03,day,0,0,1km,The Assam Tribune,TRUE,TRUE,FALSE,FALSE
NASA_GLC,4382,1548639,25.1175,92.8573,Assam,,"Â between Harangajao and Mailongdisa, Assa,",landslide,downpour,2012-06-03,day,0,0,5km,articles.timesofindia,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3560,1548657,24.8286,93.5935,Manipur,,"Gaoilung(Gadailong) village(?), Ward 4(?), Tamenglong, Manipur",landslide,downpour,2011-05-31,day,2,0,50km,kanglaonline.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5270,1548714,26.0481,94.4619,Nagaland,,"Phizo, Nagaland",landslide,continuous_rain,2013-08-04,day,0,0,unknown,www.nagalandpost.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,10007,1548728,26.19037705,91.77306002,Assam,,"Chandmari, Guwahati, Kamrup Metropolitan, Assam, 781003",landslide,continuous_rain,2017-07-10,day,0,0,1km,The Assam Tribune,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2436,1548781,24.3069,93.125,Manipur,,"Taithu village, Churanchandpur district, Mizoram, Manipur",landslide,downpour,2010-09-16,day,0,0,5km,mizoramexpress.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,10977,1548824,25.481623,93.141692,Assam,,,landslide,rain,2017-04-04,day,0,0,50km,DNA,TRUE,TRUE,FALSE,FALSE
NASA_GLC,10976,1548832,25.118398,92.853913,Assam,,"Harangajao, Assam, India",landslide,rain,2017-04-04,day,0,0,1km,DNA,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11162,1548865,26.56636244,93.13195098,Assam,,"Burapahar, Nagaon, Assam",landslide,continuous_rain,2017-07-09,day,0,0,5km,Daily World,TRUE,TRUE,FALSE,FALSE
NASA_GLC,4426,1548878,26.1226,91.7162,Assam,,Lalunggaon near Gorchuk area,landslide,downpour,2012-06-22,day,3,0,5km,thesop.org,TRUE,TRUE,FALSE,FALSE
NASA_GLC,4857,1548905,23.7281,92.7175,Mizoram,,"Laipuitland , Aizawl, Mizoram",landslide,rain,2013-05-11,day,15,0,25km,articles.timesofindia.indiatimes.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2743,1548908,27.5798729,91.85672387,Arunachal Pradesh,,"Tawang Monastery, Arunachal Pradesh",landslide,unknown,2010-11-22,day,0,0,1km,Daily News and Analysis,TRUE,TRUE,FALSE,FALSE
NASA_GLC,1770,1548911,26.1965,91.763,Assam,,"Kharghuli, Guwahati, Assam",landslide,downpour,2010-04-20,day,0,0,1km,assamtribune,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3881,1547825,27.1034,93.6885,Arunachal Pradesh,,Itanagar,landslide,downpour,2011-08-05,day,0,0,5km,articles.timesofindia,TRUE,TRUE,FALSE,FALSE
NASA_GLC,8900,1547829,25.0118,94.3136,Manipur,,"Imphal-Ukhrul sector of National Highway 102, Manipur, India",landslide,monsoon,2016-07-07,day,0,0,25km,Eastern Mirror,TRUE,TRUE,FALSE,FALSE
NASA_GLC,755,1547899,27.337,88.609,Sikkim,,"Ranka, Sikkim and Louing road",landslide,downpour,2008-08-28,day,0,0,25km,beacononline.wordpress,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9742,1547901,25.67061161,94.11844319,Nagaland,,"The road that connects civil secretariat and medical college site towards BSF camp at NhachÃ¼ko, Kohima",landslide,continuous_rain,2017-06-02,day,0,0,1km,Nagaland Post,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9904,1547906,25.660517,94.104931,Nagaland,,"Near Kohima, Nagaland, India",mudslide,rain,2016-08-25,day,0,0,25km,Nagaland Post,TRUE,TRUE,FALSE,FALSE
NASA_GLC,1611,1547935,25.1553,93.028,Assam,,"Paglanala village, Dholai Block, near Dwarbandh locality of the district, Cachar district (could only find district) 45 km from Silchar, Assam",landslide,downpour,2010-04-01,day,3,0,25km,en.apa,TRUE,TRUE,FALSE,FALSE
NASA_GLC,6105,1547952,28.9205,95.3429,Arunachal Pradesh,,Arunachal Pradesh,landslide,continuous_rain,2014-06-26,day,0,0,unknown,Times of India,TRUE,TRUE,FALSE,FALSE
NASA_GLC,10989,1548995,25.51826286,91.9630294,Meghalaya,,"Mawryngkneng, East Khasi Hills, Meghalaya",landslide,mining,2017-02-15,day,2,0,1km,The Shillong Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9701,1549014,24.938948,93.496837,Manipur,,"near the Khongjaron Khunthak village, Tamei Road, Manipur, India",landslide,continuous_rain,2017-09-21,day,0,0,10km,e-pao.net,TRUE,TRUE,FALSE,FALSE
NASA_GLC,8684,1549133,25.9611,91.3681,Assam,,"Kamrup district, Assam, India",landslide,continuous_rain,2016-07-07,day,2,2,50km,Hindustan Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,241,1549144,27.201,88.4883,Sikkim,,"National Highway 31A between Rangpo and Tarkhola, in East Sikkim",landslide,rain,2007-09-07,day,0,0,25km,thestatesman.net,TRUE,TRUE,FALSE,FALSE
NASA_GLC,4392,1549150,29.2409,95.9761,Arunachal Pradesh,,"Dibang, Arunachal Pradesh",landslide,downpour,2012-06-06,day,0,0,10km,allafrica.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,868,1549161,26.3333,91.25,Assam,,"Kamrup, and Sonitpur, Assam",landslide,downpour,2008-10-29,day,7,0,50km,in.reuters,TRUE,TRUE,FALSE,FALSE
NASA_GLC,1168,1549167,27.1954,88.6115,Sikkim,,"4th Mile on road between Rongli, Rhenock and Rangpo in East Sikkim.",landslide,rain,2009-09-17,day,0,0,5km,sikkimnews.blogspot,TRUE,TRUE,FALSE,FALSE
NASA_GLC,714,1549174,27.163,94.0,Assam,,"Kimin-Ziro road in Papum Pare district, road between Doimukh and Sagalee, Doimukh-Hoj road; Arunachal Pradesh",landslide,rain,2008-08-14,day,0,0,50km,morungexpress,TRUE,TRUE,FALSE,FALSE
NASA_GLC,6110,1549178,26.1619,91.7697,Assam,,"Bhangagarh, Assam",landslide,rain,2014-06-27,day,3,0,exact,Assam Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11159,1549212,25.6320357,94.10065403,Nagaland,,"Jakhama, Kohima, Nagaland",landslide,continuous_rain,2017-07-09,day,0,0,10km,Hindustan Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,10967,1549236,24.37169581,93.70684171,Manipur,,"NH-150, Churachandpur, Manipur, 795133",landslide,rain,2017-07-10,day,0,0,25km,Imphal Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11459,1549250,24.98793655,93.49870413,Manipur,,"Namlalong Ward No. 2, Tamenglong, Manipur",landslide,rain,2018-06-03,day,0,2,1km,Imphal Free Press,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11530,1549261,22.87370331,92.7581259,Mizoram,,"Lunglawn, Lunglei town, Mizoram, India",mudslide,continuous_rain,2018-06-05,day,10,0,1km,NorthEast India24,TRUE,TRUE,FALSE,FALSE
NASA_GLC,6968,1549284,25.463,92.2121,Meghalaya,,"Ratacherra village along the NH-44 connecting to Barak Valley in Assam and Tripura, Meghalaya, Mizoramon",landslide,continuous_rain,2015-06-13,day,4,2,5km,newKarala,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2577,1549297,25.5265,93.8673,Manipur,,"NH-39 near Khongnem(?) village, between Imphal and Dimapur, Manipur",landslide,downpour,2010-10-09,day,0,0,50km,e-pao,TRUE,TRUE,FALSE,FALSE
NASA_GLC,4571,1547394,27.6558,88.605,Sikkim,,"Â Chungthang and Pegong. Houses, between Rangma and Chungthang",landslide,downpour,2012-09-19,day,0,0,10km,Hindustan Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5122,1547396,25.7658,93.9413,Nagaland,,"National Highway 29 Between Patkai Bridge And Kukidolong, Nagaland",mudslide,rain,2013-07-17,day,0,0,50km,The Hindu,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9951,1547397,26.1061808,91.85158907,Assam,,"Jorabat, Assam State, India",landslide,downpour,2017-07-03,day,0,0,5km,The Assam Tribune,TRUE,TRUE,FALSE,FALSE
NASA_GLC,255,1547412,24.2451,94.0691,Manipur,,Wamkhu village along the Tengnoupal-Joupi road in Chandel district,landslide,rain,2007-09-10,day,0,0,25km,e-Pao.net,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11183,1547443,27.360364,88.651914,Sikkim,,East Sikkim,rock_fall,,2017-07-10,day,0,0,100km,The Northeast Today,TRUE,TRUE,FALSE,FALSE
NASA_GLC,10986,1547461,25.82860033,91.876717,Meghalaya,,"Umsning, Ribhoi, Meghalaya State, India",landslide,downpour,2017-07-06,day,0,0,1km,The Shillong Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11357,1547495,24.02515388,91.49747518,Tripura,,"Kambhukcherra and Belfunpara villages, West Tripura, Tripura",landslide,continuous_rain,2018-05-18,day,4,0,5km,Northeast Now,TRUE,TRUE,FALSE,FALSE
NASA_GLC,6222,1547698,27.1249,93.7706,Arunachal Pradesh,,Karsingsa block point,landslide,unknown,2014-10-01,day,5,0,5km,The Assam Tribune,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3525,1547702,25.0672,93.4093,Manipur,,"Kaiphundai(?)-Tousem(in Assam) road, Tamenglong district, Manipur",landslide,downpour,2011-05-22,day,0,0,25km,e-pao,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7263,1547751,25.4477,94.0489,Manipur,,"15 kms from Maram, National Highway-102/A (Maram Peren road)",landslide,continuous_rain,2015-07-22,day,0,0,1km,The Sangai Express,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7264,1547766,25.4538,93.9827,Manipur,,22 kms to 30 kms between Sangkungmai and Willong,landslide,continuous_rain,2015-07-22,day,0,0,5km,The Sangai Express,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5087,1547777,25.6269,94.1139,Nagaland,,"National Highway 29 Near Phesama Village, Nagaland",landslide,downpour,2013-07-12,day,0,0,10km,www.thehindubusinessline.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,12714,1549425,25.658708,94.098536,Nagaland,,"P.R. Hill, Kohima, Nagaland 797005, India.",landslide,downpour,2017-09-30,day,0,0,1km,webindia123,TRUE,TRUE,FALSE,FALSE
NASA_GLC,12718,1549426,25.55544,93.63981,Nagaland,,"Athibung, Peren, Nagaland",landslide,rain,2017-08-28,day,0,0,5km,The Morung Express,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5250,1549474,27.8837,93.0515,Arunachal Pradesh,,"Polo River At Polosang, Arunachal Pradesh",mudslide,rain,2013-08-01,day,0,0,10km,www.thehindubusinessline.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7364,1549583,24.819,94.3551,Manipur,,Phungyar road,landslide,continuous_rain,2015-07-31,day,0,0,10km,E-PAO,TRUE,TRUE,FALSE,FALSE
NASA_GLC,4393,1549611,27.7565,88.632,Sikkim,,"Nathang Maong, Sikkim",landslide,downpour,2012-06-07,day,7,0,25km,thehimalayantimes,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7660,1549633,25.6237,94.1136,Nagaland,,Phesama village,mudslide,continuous_rain,2015-08-12,day,0,0,5km,Nagaland Post,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2247,1549670,26.148,94.8422,Nagaland,,"Tuensang-Shamatore(Sampurre) rd, Nagaland",landslide,downpour,2010-08-14,day,0,0,10km,morungexpress,TRUE,TRUE,FALSE,FALSE
NASA_GLC,313,1549732,25.7055,94.0132,Nagaland,,"NH-39 at Piphema,  6 km towards Dimapur from Kohima in Nagaland",landslide,rain,2007-10-16,day,0,0,5km,kanglaonline.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3532,1549770,25.0888,92.8551,Assam,,"Silchar-Haflong rd., at Reko(Rekha )(?), near Harangajao, Barail Hills, Assam",complex,downpour,2011-05-24,day,0,0,10km,articles.timesofindia,TRUE,TRUE,FALSE,FALSE
NASA_GLC,6970,1549776,25.5084,90.2191,Meghalaya,,Akonggre,rock_fall,downpour,2015-06-16,day,1,0,1km,The Shillong Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,6284,1549948,26.1324,91.8342,Assam,,Batahghuli,landslide,rain,2014-09-22,day,0,1,5km,Assam Tribune,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9251,1549957,25.8702,94.7844,Nagaland,,"Government Middle School (GMS) Kiphire station âBâ, Kiphire, Nagaland, India",landslide,downpour,2016-07-28,day,0,0,1km,Nagaland Post,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7253,1549989,24.7979,92.9974,Assam,,Lakhipur,landslide,continuous_rain,2015-07-22,day,5,0,5km,Assam Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5603,1550027,25.426,94.6024,Manipur,,"Tusom, Manipur",mudslide,downpour,2013-10-13,day,0,0,5km,www.indiatvnews.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7591,1550040,25.0318,92.4584,Assam,,Ratacherra,landslide,rain,2015-03-19,day,0,0,5km,International Business Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,4434,1550044,26.1049,91.7369,Assam,,"Sonaighuli area near Kahilipara, Guwahati City, Assam",landslide,downpour,2012-06-25,day,1,0,1km,thesop.org,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5582,1550047,26.1309,91.8383,Assam,,"Batahguli, Guwahati, Assam",landslide,downpour,2013-10-06,day,1,0,5km,articles.timesofindia.indiatimes.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3556,1550051,25.1555,93.8474,Manipur,,"Roads between Tamei(Tamma?), Kangpokpi and Chalwa, Manipur",landslide,continuous_rain,2011-05-31,day,0,0,25km,e-pao.net,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2569,1550053,25.2745,94.0212,Manipur,,"Bungte Chiru village(?), Senapati district, Manipur",landslide,downpour,2010-10-08,day,0,0,5km,e-pao.net,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3806,1550074,27.1032,93.6884,Arunachal Pradesh,,"Itanagar (one near Pachali power house, one near Heema Hospital, and one nearRomik Colony at P Sector)",landslide,downpour,2011-07-19,day,3,0,10km,ibnlive.in,TRUE,TRUE,FALSE,FALSE
NASA_GLC,4407,1550101,25.0951,92.3567,Meghalaya,,"NH44, Malidhor area,  Baleswar",landslide,downpour,2012-06-13,day,0,0,50km,zeenews.india,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3738,1550106,24.8063,93.9482,Manipur,,"National Highway 53, Sinam Khul (near Kotlen; ~25 km from Imphal)",landslide,downpour,2011-07-06,day,6,0,50km,e-pao.net,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5575,1550121,25.8266,94.1497,Nagaland,,"Chiechama, Nagaland",mudslide,continuous_rain,2013-10-05,day,0,0,5km,www.business-standard.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,6945,1550137,25.16,93.686,Manipur,,"amei to Kangpokpi via Imphal road, 0.5 km from Tamei, Tamenglang District",landslide,monsoon,2015-06-19,day,0,0,1km,E-Pao,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2343,1550164,25.4786,94.1327,Manipur,,"NH-39 at Ekai village(?), 2 km for Tadubi, Manipur",landslide,downpour,2010-08-27,day,0,0,5km,e-pao,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5441,1550168,28.611,94.9829,Arunachal Pradesh,,"Gosang Village Under Jengging Circle, Arunachal Pradesh",landslide,downpour,2013-09-02,day,0,0,5km,articles.timesofindia.indiatimes.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2205,1550595,23.7365,92.7146,Mizoram,,"Dawrpui Vengthar cemetary, Aizwal, Mizoram",landslide,downpour,2010-08-06,day,0,0,1km,gsi.gov,TRUE,TRUE,FALSE,FALSE
NASA_GLC,4411,1550631,27.339,88.6065,Sikkim,,"Tathangchen, Gangtok, Sikkim",landslide,downpour,2012-06-14,day,0,0,5km,isikkim.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7387,1550664,24.954,94.2156,Manipur,,Imphal-Ukhrul road,landslide,continuous_rain,2015-08-01,day,0,0,50km,E-PAO,TRUE,TRUE,FALSE,FALSE
NASA_GLC,6291,1550674,25.7354,90.3852,Meghalaya,,National Highway 51,landslide,continuous_rain,2014-09-21,day,0,0,25km,Indian Express,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9917,1550755,24.768609,92.821182,Assam,,"Silchar, Assam, India",landslide,flooding,2016-09-01,day,4,0,50km,EENADU India,TRUE,TRUE,FALSE,FALSE
NASA_GLC,4908,1550815,27.3721,88.708,Sikkim,,"15 Km From Gangtok, Himalayans",landslide,downpour,2013-06-08,day,0,0,25km,www.business-standard.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,4384,1550827,25.1775,93.0123,Assam,,"between Haflong and  Bagetar, Assam",landslide,downpour,2012-06-03,day,0,0,5km,articles.timesofindia,TRUE,TRUE,FALSE,FALSE
NASA_GLC,6214,1550208,25.9702,91.8587,Meghalaya,,Jorabat-Umiam route,landslide,rain,2014-10-05,day,1,0,5km,The Telegraph,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9948,1550283,24.95178179,94.20340026,Manipur,,"NH-150, Ukhrul Central, Ukhrul, Manipur, 795142",landslide,rain,2017-07-01,day,0,0,1km,The Northeast Today,TRUE,TRUE,FALSE,FALSE
NASA_GLC,57,1550301,27.4459,88.6193,Sikkim,,"Sikkim, 13 km north of Gangtok",landslide,downpour,2007-04-11,day,0,0,5km,WebIndia123.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,141,1550317,25.38,91.88,Meghalaya,,Singtam,landslide,rain,2007-07-26,day,0,0,50km,thestatesman.net,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3983,1550318,26.1548,91.7351,Assam,,"Maighuli, Guwahati, Meghalaya",landslide,downpour,2011-09-23,day,4,0,unknown,nbtvlive,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3663,1550321,25.6682,94.1099,Nagaland,,"Ruzapfu valley, Kikruma Village, Phek District, Nagaland",landslide,downpour,2011-06-28,day,0,0,50km,morungexpress,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2578,1550343,25.3179,94.0462,Manipur,,"NH-39 in Karong area, Manipur",landslide,downpour,2010-10-09,day,0,0,5km,e-pao,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7370,1550346,24.1419,94.1078,Manipur,,between Moltuk to New Songjang village,landslide,continuous_rain,2015-08-01,day,0,0,5km,E-PAO,TRUE,TRUE,FALSE,FALSE
NASA_GLC,213,1550499,25.2946,92.8339,Assam,,Shillong Road at Kuliang in the Jaintia Hills,landslide,rain,2007-08-26,day,0,0,unknown,Telegraph India,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5272,1550517,26.2083,94.5438,Nagaland,,"Longsa, Nagaland",landslide,monsoon,2013-08-04,day,0,0,1km,www.nagalandpost.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5312,1550542,26.7103,94.693,Nagaland,,Kangtsung Village,landslide,downpour,2013-08-11,day,0,0,10km,www.nagalandpost.com,TRUE,TRUE,FALSE,FALSE
